id	interest_name	facebook_page	facebook_id	url	category	topic	political_bias
1	"Shepherd Express"	"Shepherd Express"	29579817055	http://www.shepherdexpress.com	Newspaper	News and entertainment	-0.7500
2	"Cupcake Wars"	"Cupcake Wars"	128851250548954	http://www.foodnetwork.com/cupcake-wars/index.html	TV Show	News and entertainment	-0.2209
3	"The Prisoner"	"The Prisoner"	84260602147	http://www.amctv.com/originals/the-prisoner/premiere/	TV Show	News and entertainment	-0.2238
4	"Dorados de Sinaloa"	"Dorados de Sinaloa"	41059287774	http://www.DoradosFC.com.mx	Sports Team	Sports and outdoors	-0.7570
5	"Texts From Last Night"	""	-	-	Website	Business and industry	-0.1848
6	"Ear to the Ground"	"Ear to the Ground"	44628560492	www.rte.ie/tv/eartotheground	TV Show	News and entertainment	0.1512
7	"Tom Goes to the Mayor"	""	-	-	TV Show	News and entertainment	-1.2583
8	"Elbotola"	"Elbotola"	125755974109904	www.elbotola.com	News & Media Website	News and entertainment	-0.9976
9	"Catalyst Athletics"	"Catalyst Athletics"	340802314565	www.catalystathletics.com	Recreation & Sports Website	-	0.3459
10	"Radio Mirchi"	"Radio Mirchi"	134797139902640	http://www.radiomirchi.com/default.php	Radio Station	Business and industry	-0.8731
11	"fredericksburg.com"	"fredericksburg.com"	353753894044	http://fredericksburg.com	Website	News and entertainment	0.4336
12	"VicenzaToday"	"VicenzaToday"	212021655498004	www.vicenzatoday.it	News & Media Website	News and entertainment	0.2148
13	"Classic 21"	""	-	-	Radio Station	News and entertainment	-0.4507
14	"MDZ Online"	""	-	-	Newspaper	News and entertainment	-0.7519
15	"Fit Bottomed Girls"	"Fit Bottomed Girls"	15340352283	www.fitbottomedgirls.com	Health & Wellness Website	Fitness and wellness	0.0688
16	"Hermano mayor"	"Hermano mayor"	153934888039980	http://www.cuatro.com/hermano-mayor	TV Show	News and entertainment	-0.9324
17	"Karthik (actor)"	""	-	-	Arts & Entertainment	People	-0.6286
18	"89.5 Music Fm"	"89.5 Music Fm"	243310589079932	http://www.musicfm.hu	Radio Station	News and entertainment	-0.5140
19	"Architecture Lab"	"Architecture Lab"	68160188915	http://www.architecturelab.net	News & Media Website	News and entertainment	-0.8227
20	"Ennahar tv"	"Ennahar tv"	379469962080762	http://www.ennaharonline.com	TV Channel	-	-0.9238
21	"Cracked.com"	"Cracked.com"	5975759948	http://www.cracked.com/	Website	Business and industry	-0.2654
22	"Business Today (business magazine)"	""	-	-	Magazine	News and entertainment	-0.2330
23	"Papercut Magazine"	"Papercut Magazine"	106789389351754	papercutmag.com	Magazine	News and entertainment	-0.9394
24	"Trend (magazine)"	""	-	-	Media/News Company	News and entertainment	-0.4667
25	"JenProMuze.cz"	"JenProMuze.cz"	290433758446	www.jenpromuze.cz	Entertainment Website	News and entertainment	-0.6167
26	"Idol 2014 (Sweden)"	""	-	-	TV Show	News and entertainment	-0.0609
27	"K97 FM"	"K97 FM"	50384844535	http://www.K97FM.com	Broadcasting & Media Production Company	News and entertainment	-1.6167
28	"Todo Deportes"	""	-	-	TV Channel	News and entertainment	-1.0000
29	"TakePart.com"	"TakePart.com"	9287842439	http://www.TakePart.com	News & Media Website	News and entertainment	-0.5459
30	"Fox News Channel"	""	-	-	-	News and entertainment	0.8254
31	"Vogue Paris"	"Vogue Paris"	156145164544276	http://en.vogue.fr	Magazine	News and entertainment	-0.9106
32	"Breakfast (TVNZ)"	""	-	-	TV Show	News and entertainment	-0.6250
33	"Wedding TV"	""	-	-	TV Network	News and entertainment	-0.3077
34	"Manicomio de la Risa"	"Manicomio de la Risa"	191248383902	http://www.radioomega.fm	Radio Station	News and entertainment	-0.6940
35	"Komputer \u015awiat"	"Komputer \u015awiat"	329806610551	www.komputerswiat.pl	News & Media Website	News and entertainment	-0.5938
36	"Olimpia Milano"	"Olimpia Milano"	134473006626000	http://www.olimpiamilano.com	Sports Team	Sports and outdoors	-0.7356
37	"glamsham.com"	"glamsham.com"	41813446130	http://www.glamsham.com	Media/News Company	News and entertainment	-0.8736
38	"Swansea RFC"	"Swansea RFC"	130950560308311	http://www.swansearfc.co.uk	Sports Team	Sports and outdoors	-0.2778
39	"Lucky Peach"	"Lucky Peach"	194672180580839	http://www.luckypeach.com	Magazine	News and entertainment	-1.0742
40	"Infomotori"	"Infomotori"	300371750102	http://www.infomotori.com	Cars	News and entertainment	-0.3158
41	"England national under-17 football team"	""	-	-	Sports Team	Sports and outdoors	-0.8608
42	"The Chris Evans Breakfast Show"	"The Chris Evans Breakfast Show"	269910316647	http://www.bbc.co.uk/radio2/shows/chris-evans/	TV Show	News and entertainment	-0.2241
43	"Leggere libri \u2665"	"Leggere libri \u2665"	182366933732	http://link.recensionilibri.org/comep6c79	Society & Culture Website	News and entertainment	-1.0000
44	"Cuts"	"CutS"	1109162005807062	http://www.cutss.com	TV Show	News and entertainment	-0.0645
45	"Rundfunk Berlin-Brandenburg"	""	-	-	Broadcasting & Media Production Company	News and entertainment	-0.4330
46	"San Diego CityBeat"	"San Diego CityBeat"	139945276282	http://www.sdcitybeat.com	Newspaper	News and entertainment	-1.0375
47	"Monster Army"	"Monster Army"	9933016500	www.monsterarmy.com	Sports Team	Sports and outdoors	0.2533
48	"WGN America"	""	-	-	TV Channel	News and entertainment	0.0809
49	"VW Speed"	"VW SPEED"	101017606632136	Homepage:	Magazine	News and entertainment	0.0266
50	"Business Standard"	"Business Standard"	122094764539447	www.business-standard.com	Newspaper	News and entertainment	-0.6830
51	"Genes Reunited"	"Genes Reunited"	386401254713	www.genesreunited.co.uk	Website	Business and industry	0.5266
52	"TVNorge"	""	-	-	TV Network	News and entertainment	-0.5895
53	"Pink Magazine"	"Pink Magazine"	172612392201	http://www.pinkontheweb.com	News & Media Website	News and entertainment	0.3868
54	"ESPN Chicago"	"ESPN Chicago"	44254915681	http://WWW.ESPN.GO.COM	Broadcasting & Media Production Company	News and entertainment	-0.3687
55	"Leipziger Volkszeitung"	"Leipziger volkszeitung"	119277391750861	-	-	News and entertainment	-0.6296
56	"Wild West (TV series)"	""	-	-	TV Show	News and entertainment	0.5825
57	"The Real Estate Pros"	""	-	-	TV Show	News and entertainment	-0.2009
58	"Manchester United Till I Die"	"Manchester United Till I Die"	602429883131655	http://www.manchesterunited.com/	Media/News Company	News and entertainment	-1.0000
59	"YogaDork"	"YogaDork"	61514501317	http://www.yogadork.com	Health & Wellness Website	Fitness and wellness	-0.9098
60	"Monaco Franze \u2013 Der ewige Stenz"	""	-	-	TV Show	News and entertainment	-0.7333
61	"MoviePlex"	"Movieplex"	44697086007	http://www.cineplexx.hr	TV Network	News and entertainment	-0.2010
62	"Yahoo! Music"	""	-	-	Website	News and entertainment	-0.5791
63	"Orient - \u0623\u0648\u0631\u064a\u0646\u062a"	"Orient - \u0623\u0648\u0631\u064a\u0646\u062a"	643647332320553	http://www.orient-news.net/	TV Network	News and entertainment	-0.8265
64	"Comcast SportsNet Chicago"	""	-	-	TV Channel	News and entertainment	-0.2313
65	"WDIV Local 4 / ClickOnDetroit"	"WDIV Local 4 / ClickOnDetroit"	115222941001	http://www.clickondetroit.com	Media/News Company	News and entertainment	-0.3029
66	"Firstline"	""	-	-	TV Show	News and entertainment	0.2238
67	"WKBW-TV"	""	-	-	TV Channel	People	-0.0603
68	"MRCTV"	"MRCTV"	201956993160690	http://www.mrctv.org	News & Media Website	-	1.5965
69	"93XRT"	"93XRT"	76004169111	http://93xrt.com	Radio Station	News and entertainment	-0.7956
70	"The Palm Beach Post"	"The Palm Beach Post"	33989251494	http://www.PalmBeachPost.com/	Newspaper	Business and industry	-0.2796
71	"8 News Now"	"8 News Now"	126191801302	http://lasvegasnow.com	TV Channel	News and entertainment	-0.0705
72	"MTV Portugal"	"MTV PORTUGAL"	164847987192	www.mtv.pt	TV Channel	News and entertainment	-0.8732
73	"Mobile World"	""	-	-	Magazine	News and entertainment	-0.8522
74	"Domino (magazine)"	""	-	-	Magazine	News and entertainment	-0.4838
75	"Rockstar Magazine"	"Rockstar Magazine"	374605732551257	http://www.rockstarmagazine.com	Magazine	News and entertainment	-0.1613
76	"Ungmennaf\u00e9lagi\u00f0 Fj\u00f6lnir"	""	-	-	Sports Team	Sports and outdoors	-1.0000
77	"Adler Mannheim"	"Adler Mannheim"	599381220263175	-	Sports Team	Sports and outdoors	-0.0574
78	"Supernatural is Life"	"Supernatural is Life"	110315032377539	http://www.supernaturalislife.com.br	TV Show	News and entertainment	-0.2939
79	"Extra 3"	"Extra 3"	37621248917	http://daserste.ndr.de/extra3/	TV Show	News and entertainment	-0.9268
80	"Sub (TV channel)"	""	-	-	TV Channel	News and entertainment	-0.2895
81	"Hong Kong Economic Journal"	""	-	-	-	News and entertainment	-0.8944
82	"Mundo do Marketing"	"Mundo do Marketing"	111263881629	www.mundodomarketing.com.br	Media/News Company	News and entertainment	-0.9655
83	"France national under-18 football team"	""	-	-	Sports Team	Sports and outdoors	-1.0071
84	"Sociedade Esportiva e Recreativa Caxias do Sul"	"Sociedade Esportiva e Recreativa Caxias Do Sul"	582921731750033	-	Sports Team	Sports and outdoors	-0.6397
85	"Ibiza Spotlight"	"Ibiza Spotlight"	262377193986	http://www.ibiza-spotlight.com/	News & Media Website	Travel, places and events	-0.9870
86	"Clara"	""	-	-	Arts & Entertainment	Travel, places and events	0.0923
87	"OneDirt.com"	"OneDirt.com"	130686349192	www.onedirt.com	News & Media Website	News and entertainment	1.3398
88	"Food Network (Canada)"	""	-	-	TV Network	News and entertainment	-0.1818
89	"Academic Earth"	"Academic Earth"	11544573198	http://academicearth.org	Website	Business and industry	-0.8654
90	"Arqueolog\u00eda Mexicana"	"Arqueolog\u00eda Mexicana"	323936520977966	http://www.arqueomex.com/index.html	Magazine	News and entertainment	-0.7744
91	"American Bagger Magazine"	"American Bagger Magazine"	188275791182842	http://www.americanbagger.com	Magazine	News and entertainment	0.8913
92	"Radio Mitre"	""	-	-	Media/News Company	Travel, places and events	-0.7225
93	"The Harvard Crimson"	"The Harvard Crimson"	45870477736	http://www.thecrimson.com	Newspaper	News and entertainment	0.6117
94	"Elephant Journal"	"Elephant Journal"	59317784222	http://www.elephantjournal.com/	Media/News Company	News and entertainment	-0.5773
95	"\u0141KS \u0141\u00f3d\u017a"	"\u0141KS \u0141\u00d3D\u0179"	1538208076401671	http://www.lkslodz.pl	Sports Team	Sports and outdoors	-0.4545
96	"Kabul e News"	"Kabul e News"	434252196663269	http://www.kabul-e-news.com	Media/News Company	News and entertainment	-1.0000
97	"Meredith Corporation"	"Meredith Corporation"	312321238810694	http://www.meredith.com/	Media/News Company	Business and industry	0.1294
98	"3CR Melbourne"	""	-	-	Radio Station	News and entertainment	-1.3462
99	"Jacksonville Armada FC"	"Jacksonville Armada FC"	410048755794312	http://www.armadafc.com	Sports Team	Sports and outdoors	0.1088
100	"The Proud Family"	"The Proud Family"	151316461555892	http://www.yidio.com/show/the-proud-family	TV Show	News and entertainment	-1.2477
101	"The Telegraph (Nashua)"	""	-	-	Newspaper	News and entertainment	-0.2045
102	"Henry Fonda"	""	-	-	Books & Magazines	People	-0.0556
103	"Chamois Niortais F.C."	""	-	-	Sports Team	Sports and outdoors	-1.0385
104	"Pirate FM"	"Pirate FM"	85279240474	piratefm.co.uk	Broadcasting & Media Production Company	News and entertainment	-0.0350
105	"The National Parks: America's Best Idea (PBS)"	"The National Parks: America's Best Idea (PBS)"	62440296867	http://www.pbs.org/nationalparks	TV Show	News and entertainment	0.0032
106	"Clar\u00edn (Argentine newspaper)"	""	-	-	Newspaper	Business and industry	-0.7603
107	"KS Cracovia (ice hockey)"	""	-	-	Sports Team	Sports and outdoors	-0.5556
108	"posao.hr"	"posao.hr"	124143977708	http://www.posao.hr	Website	-	-0.7273
109	"BBC Worldwide"	"BBC Worldwide"	595852567193299	http://www.bbcworldwide.com	Media/News Company	Business and industry	-0.5240
110	"Mathrubhumi News"	"Mathrubhumi News"	166807633464595	http://www.mathrubhumi.com	TV Channel	News and entertainment	-0.6914
111	"ESPN Deportes"	""	-	-	TV Network	News and entertainment	-0.7636
112	"Antena 1 (Romania)"	""	-	-	TV Channel	News and entertainment	-0.5218
113	"96.9 Rock FM"	"96.9 Rock FM"	117256394994264	rockfm.gr	Radio Station	News and entertainment	0.3605
114	"Radio Fritz"	"Radio Fritz"	28245726690	www.fritz.de	Broadcasting & Media Production Company	News and entertainment	-1.2093
115	"Drowned in Sound"	"Drowned in Sound"	19343183144	http://www.drownedinsound.com	Website	Lifestyle and culture	-1.4247
116	"\u0e40\u0e23\u0e37\u0e48\u0e2d\u0e07\u0e40\u0e25\u0e48\u0e32\u0e40\u0e0a\u0e49\u0e32\u0e19\u0e35\u0e49"	"\u0e40\u0e23\u0e37\u0e48\u0e2d\u0e07\u0e40\u0e25\u0e48\u0e32\u0e40\u0e0a\u0e49\u0e32\u0e19\u0e35\u0e49"	209953089061053	-	TV Show	News and entertainment	-0.5812
117	"Wednesday Journal"	"Wednesday Journal"	63948650866	www.oakpark.com	Newspaper	News and entertainment	-1.4031
118	"Rogers Communications"	""	-	-	Media	Business and industry	0.2289
119	"KIZZ"	"KIZZ"	1471624302899440	-	Radio Station	News and entertainment	-0.5500
120	"Band FM"	"Band FM"	113199595455113	www.bandfm.com.br	Radio Station	News and entertainment	-0.8500
121	"Rockdelux"	"Rockdelux"	448255521881865	-	Magazine	News and entertainment	-1.7391
122	"Food Network Challenge"	"Food Network Challenge"	134638633245256	http://www.yidio.com/show/food-network-challenge	TV Show	News and entertainment	-0.0930
123	"Canal Brasil"	"Canal Brasil"	203064416403027	http://www.canalbrasil.com.br	TV Channel	-	-1.1106
124	"IT24Hrs - \u0e44\u0e2d\u0e17\u0e35 24 \u0e0a\u0e31\u0e48\u0e27\u0e42\u0e21\u0e07 by \u0e1b\u0e32\u0e19\u0e23\u0e30\u0e1e\u0e35"	"IT24Hrs - \u0e44\u0e2d\u0e17\u0e35 24 \u0e0a\u0e31\u0e48\u0e27\u0e42\u0e21\u0e07 by \u0e1b\u0e32\u0e19\u0e23\u0e30\u0e1e\u0e35"	130711846991679	http://www.it24hrs.com	TV Show	News and entertainment	-0.6667
125	"Willamette Week"	"Willamette Week"	240309374752	http://www.wweek.com/	Newspaper	News and entertainment	-1.1600
126	"Fotballandslaget"	"Fotballandslaget"	126263847391784	www.fotball.no	Sports Team	Sports and outdoors	-0.5476
127	"WNKS"	""	-	-	Radio Station	News and entertainment	0.3210
128	"SnowTrax Television"	"SnowTrax Television"	245518415487	http://www.snowtraxtv.com,	TV Show	News and entertainment	1.0945
129	"Astro (Malaysian satellite television)"	""	-	-	TV Network	News and entertainment	0.0432
130	"Japan national kabaddi team"	""	-	-	Sports Team	Travel, places and events	-1.0192
131	"The Daily Show"	"The Daily Show"	7976226799	http://thedailyshow.com	TV Show	News and entertainment	-0.9205
132	"Sixx"	"sixx"	124577130886108	http://www.sixx.de/	TV Network	News and entertainment	-0.3362
133	"MBC in a Week - \u0641\u064a \u0623\u0633\u0628\u0648\u0639 MBC"	"MBC in a Week - \u0641\u064a \u0623\u0633\u0628\u0648\u0639 MBC"	209039709115124	http://www.mbc.net/ar/programs/mbc-in-a-week.html	TV Show	News and entertainment	-0.7800
134	"Law & Order"	""	-	-	TV Show	News and entertainment	-0.0854
135	"FreeStuff.co.uk"	"FreeStuff.co.uk"	174856640145	http://www.freestuff.co.uk	Entertainment Website	News and entertainment	0.0029
136	"Nick Jr. (block)"	""	-	-	TV Channel	News and entertainment	-0.1443
137	"El Khabar"	"El khabar"	1543997775886104	-	Newspaper	News and entertainment	-0.9350
138	"National Dog Show"	"National Dog Show"	158916220814201	http://www.dogshowfriends.com	TV Show	News and entertainment	-0.0782
139	"MNCTV"	""	-	-	TV Network	News and entertainment	0.1013
140	"JTBC"	"JTBC"	124691830975231	http://jtbc.joins.com/	TV Network	News and entertainment	-0.8181
141	"Olympiacos B.C."	"Olympiacos B.C."	304321388288	http://www.olympiacosbc.gr	Sports Team	Sports and outdoors	-0.5838
142	"Sa\u011fl\u0131k Haberleri"	"Sa\u011fl\u0131k haberleri"	240943345981519	-	Media/News Company	-	-0.8082
143	"Barron's (newspaper)"	""	-	-	Newspaper	News and entertainment	0.1034
144	"MetroTV"	""	-	-	News & Media Website	News and entertainment	-0.5759
145	"Gate 7"	""	-	-	TV Show	News and entertainment	-0.7241
146	"Deseret Book"	"Deseret Book"	82837442532	http://www.deseretbook.com	Publisher	Shopping and fashion	1.4554
147	"TeleSUR"	"TELESUR"	170232213045014	http://www.micabletelesur.com/	TV Network	News and entertainment	-1.0434
148	"Flyerz Magazin"	"Flyerz Magazin"	178746702164263	http://www.flyerz.hu	Magazine	News and entertainment	-0.3161
149	"Bursa"	""	-	-	-	Travel, places and events	-0.3017
150	"Valve Corporation"	""	-	-	Publisher	Business and industry	-0.5757
151	"East Coast FM"	"East Coast FM"	10388345939	http://ecfm.ca	Radio Station	News and entertainment	-0.2581
152	"E! True Hollywood Story"	"E! True Hollywood Story"	115924858454263	http://www.eonline.com/on/shows/ths/index.jsp	TV Show	News and entertainment	-0.4446
153	"Sourdoreille"	"Sourdoreille"	186233958093701	http://www.sourdoreille.net	News & Media Website	News and entertainment	-1.8000
154	"mr tumble"	""	-	-	TV Show	News and entertainment	0.0969
155	"MMAFighting.com - The Mixed Martial Arts News Website"	"MMAFighting.com - The Mixed Martial Arts News Website"	6176684478	http://www.mmafighting.com	Recreation & Sports Website	-	-0.0929
156	"GAIS"	"GAIS"	9618169470	http://www.gais.se	Sports Team	Sports and outdoors	-0.9610
157	"Marketing Oops!"	"Marketing Oops!"	39391492609	http://www.MarketingOops.com	News & Media Website	News and entertainment	-0.8991
158	"Ultimate Spider-Man (TV series)"	"Ultimate Spider-Man (TV series)"	185028044855467	http://9.bb/223701/ultimate-spider-man-2011-	TV Show	News and entertainment	-0.5059
159	"TELEGOL"	"TELEGOL"	45044510851	-	TV Show	News and entertainment	-1.0000
160	"Paran\u00e1 Clube"	"Paran\u00e1 Clube"	232768583524128	https://www.facebook.com/pages/edit/?id=232768583524128&sk=basic	Sports Team	Sports and outdoors	-0.6647
161	"SEC on CBS"	""	-	-	TV Show	News and entertainment	0.5912
162	"StanceNation"	"StanceNation"	106576446059317	http://www.stancenation.com	Society & Culture Website	Hobbies and activities	-0.2275
163	"Judge Lynn Toler of \"Divorce Court\""	"Judge Lynn Toler of \"Divorce Court\""	104872424807	www.judgelynn.com	Arts & Entertainment	News and entertainment	-1.5009
164	"\u5df4\u54c8\u59c6\u7279\u96fb\u73a9\u8cc7\u8a0a\u7ad9"	"\u5df4\u54c8\u59c6\u7279\u96fb\u73a9\u8cc7\u8a0a\u7ad9"	165448721819	http://www.gamer.com.tw	Website	-	-1.0102
165	"Kamran Akmal"	"Kamran Akmal"	181683664183	-	Sports Team	People	-1.0000
166	"Enigmas"	"Enigmas"	147464521411	http://www.revistaenigmas.com	Magazine	News and entertainment	-0.7434
167	"FC Nordsj\u00e6lland"	"FC Nordsj\u00e6lland"	25774450168	http://www.fcn.dk	Sports Team	Sports and outdoors	0.1463
168	"The Morning Bulletin"	"The Morning Bulletin"	122683994444836	www.themorningbulletin.com.au	Newspaper	News and entertainment	0.4286
169	"The Martha Stewart Show"	""	-	-	TV Show	News and entertainment	0.0885
170	"Daily Camera"	"Daily Camera"	58810241190	http://www.dailycamera.com	Newspaper	News and entertainment	-0.7226
171	"Fishtronaut"	"Fishtronaut"	1636194129959155	-	TV Show	News and entertainment	-1.0000
172	"Mayos de Navojoa"	"Mayos de navojoa"	432284526821597	-	Sports Team	Sports and outdoors	-0.6078
173	"Arizona Rattlers"	"Arizona Rattlers"	66871171630	www.azrattlers.com	Sports Team	Sports and outdoors	0.4469
174	"Sunday Herald"	"Sunday Herald"	128421330523272	http://www.sunheraldja.com	Newspaper	News and entertainment	0.9375
175	"Radioactiva"	"Radioactiva"	89871889773	www.radioactiva.cl	Entertainment Website	News and entertainment	-0.7577
176	"Mamelodi Sundowns F.C."	""	-	-	Sports Team	Sports and outdoors	-0.6207
177	"howard stern show"	"Howard Stern Show"	1693695174248846	https://www.youtube.com/channel/UC5RoLNhQar4E6PbgirAdWHw	Radio Station	News and entertainment	-0.1055
178	"Street Justice"	""	-	-	TV Show	News and entertainment	-0.7168
179	"CD Alcoyano"	"CD Alcoyano"	328076534035675	-	Sports Team	Travel, places and events	-0.7381
180	"Paris Saint-Germain F\u00e9minines"	"Paris Saint-Germain F\u00e9minines"	343955035956412	-	Sports Team	Sports and outdoors	-0.7457
181	"Outlook (magazine)"	""	-	-	Magazine	News and entertainment	0.0145
182	"Slobodna Bosna"	"Slobodna Bosna"	1865177337040021	-	-	News and entertainment	-0.8971
183	"Grassroots Motorsports Magazine"	"Grassroots Motorsports Magazine"	66381183139	http://grassrootsmotorsports.com	Magazine	News and entertainment	0.4521
184	"Portugal national under-17 football team"	"Portugal national under-17 football team"	1549214602014416	-	Sports Team	Sports and outdoors	-0.8678
185	"Prime Suspect (U.S. TV series)"	""	-	-	TV Show	News and entertainment	-0.2527
186	"L'\u00c9conomiste"	"L'\u00e9conomiste"	1472024593028893	-	Newspaper	News and entertainment	-1.2200
187	"The Baltimore Sun"	"The Baltimore Sun"	9299179711	baltimoresun.com	Specialty School	Business and industry	-0.2860
188	"United States men's national ice hockey team"	""	-	-	Sports Team	Sports and outdoors	0.0889
189	"Talentadong Pinoy"	"Talentadong Pinoy"	42180907318	-	TV Show	News and entertainment	-0.5714
190	"Toros Repretel"	"Toros Repretel"	156526534392329	www.repretel.com	TV Show	News and entertainment	-0.6767
191	"Bad Ink"	"Bad Ink"	191980910963834	http://www.badink.gr	TV Show	News and entertainment	-0.1331
192	"Fokus"	"Fokus"	264972001735	-	-	Business and industry	-0.2941
193	"Magzter Inc."	"Magzter Inc."	149751458408790	www.magzter.com	Magazine	News and entertainment	-0.5000
194	"Longboard Girls Crew"	"Longboard Girls Crew"	139851852712554	www.longboardgirlscrew.com	Sports Team	Sports and outdoors	-0.8072
195	"San Francisco Chronicle"	"San Francisco Chronicle"	307851324523	http://www.sfchronicle.com	Newspaper	News and entertainment	-0.7359
196	"Panama City"	""	-	-	Arts & Entertainment	Travel, places and events	0.3381
197	"Animation World Network"	"Animation World Network"	263511093205	http://www.awn.com	Website	News and entertainment	-0.9852
198	"Magic Kids (TV channel)"	""	-	-	TV Network	News and entertainment	-0.5889
199	"BuzzFeed Style"	"BuzzFeed Style"	254018121357088	http://www.buzzfeed.com/fashion	Media/News Company	News and entertainment	-0.5497
200	"\u8303\u8303 \u8303\u744b\u742a"	"\u8303\u8303 \u8303\u744b\u742a"	247607958762	http://medicaltravel.org.tw/goto/instagram/index.htm	Arts & Entertainment	-	-0.9872
201	"Cadena COPE"	"Cadena COPE"	15829535820	http://www.cope.es	Radio Station	News and entertainment	-0.6201
202	"Dr. Stephen Sinatra"	"Dr. Stephen Sinatra"	108721569179049	http://www.drsinatra.com	Health & Wellness Website	People	0.5080
203	"EROSKI CONSUMER"	"EROSKI CONSUMER"	159197257443605	www.consumer.es	Website	News and entertainment	-0.8077
204	"Radio Hamburg"	"Radio Hamburg"	59133428603	www.radiohamburg.de	Radio Station	News and entertainment	-0.1959
205	"The Slap (TV series)"	""	-	-	TV Show	News and entertainment	-0.8046
206	"99.1 KGGI \"The IE's Hottest Music\""	"99.1 KGGI \"The IE's Hottest Music\""	207817406258	http://www.991kggifm.com	Radio Station	News and entertainment	-0.6928
207	"Onlife"	"Onlife"	121775064517085	http://www.onlife.co.il	Media/News Company	News and entertainment	-0.7788
208	"Universit\u00e9 de Montr\u00e9al"	"Universit\u00e9 de Montr\u00e9al"	14096350493	www.umontreal.ca	Arts & Entertainment	Education	-0.9394
209	"mtv lebanon"	"MTV Lebanon"	158056104212380	http://www.mtv.com.lb/	TV Channel	News and entertainment	-0.6368
210	"La Cause Litt\u00e9raire"	"La Cause Litt\u00e9raire"	131553553582507	http://www.lacauselitteraire.fr/	Magazine	News and entertainment	-0.9555
211	"wetter.de"	"wetter.de"	151263271555768	http://www.wetter.de	News & Media Website	News and entertainment	0.2258
212	"Gambit (newspaper)"	""	-	-	Publisher	Travel, places and events	-0.2596
213	"La Provincia"	"La Provincia"	124641092828	-	-	Travel, places and events	-0.8462
214	"Le SAV d'Omar et Fred"	"Le SAV d'Omar et Fred"	118534868184678	http://cplus.fr/ty/4ip	TV Show	News and entertainment	-1.2692
215	"Halt and Catch Fire (TV series)"	""	-	-	TV Show	News and entertainment	-0.7273
216	"Novo S\u00e9culo Editora"	"Novo S\u00e9culo Editora"	273498952748138	http://www.novoseculo.com.br	Publisher	People	-0.8125
217	"WCCB"	"WCCB"	762461690594183	www.wccb.co.uk	TV Channel	News and entertainment	0.0940
218	"GATEWAY"	""	-	-	Computers (Brand)	Technology	-0.3344
219	"AboveTopSecret.com"	"AboveTopSecret.com"	141621602544762	http://www.abovetopsecret.com	News & Media Website	News and entertainment	-0.1616
220	"Renuevo de Plenitud"	"Renuevo de Plenitud"	40705356712	https://Renuevo.com/	Media/News Company	News and entertainment	-0.7136
221	"Masters of Sex"	"Masters of Sex"	337438029623099	http://www.sho.com/mastersofsex	TV Show	News and entertainment	-0.1751
222	"Maeban"	"Maeban"	105339522854027	www.maeban.co.th	Publisher	People	-0.6111
223	"Big Ang"	"Big Ang"	105694292787		TV Show	News and entertainment	-0.6705
224	"NZZ Neue Z\u00fcrcher Zeitung"	"NZZ Neue Z\u00fcrcher Zeitung"	143694099006529	http://www.nzz.ch	Newspaper	News and entertainment	-1.0061
225	"Six Feet Under (TV series)"	"Six Feet Under (TV series)"	297625673641420	-	TV Show	News and entertainment	-0.6283
226	"Stab Magazine"	"Stab Magazine"	366105545407	http://stabmag.com/	News & Media Website	News and entertainment	-0.0822
227	"The Guardian"	"The Guardian"	10513336322	-	-	News and entertainment	-0.4436
228	"The Drinky Crow Show"	"The Drinky Crow Show"	1870450183240669	-	TV Show	News and entertainment	-0.9848
229	"Brain Games (National Geographic)"	""	-	-	TV Show	News and entertainment	0.8009
230	"Dia Dia"	"Dia Dia"	327257270647983	http://www.band.com.br/diadia	TV Show	News and entertainment	-0.7083
231	"Luy\u1ec7n Nghe Ti\u1ebfng Anh"	"Luy\u1ec7n Nghe Ti\u1ebfng Anh"	265111965752	http://nghetienganh.com	Website	-	-0.7660
232	"stern TV"	"stern TV"	120409127973461	http://www.sterntv.de	TV Show	News and entertainment	-0.3670
233	"Art press"	"art press"	371460512877258	http://www.artpress.com	Newspaper	News and entertainment	-0.6364
234	"Wests Tigers"	"Wests Tigers"	23342201513	http://www.weststigers.com.au	Sports Team	Sports and outdoors	-0.4898
235	"\u89aa\u5b50\u5929\u4e0b"	"\u89aa\u5b50\u5929\u4e0b"	152905932107	https://www.parenting.com.tw/	Media/News Company	News and entertainment	-0.7767
236	"Airwolf"	"Airwolf"	1503021669933239	http://www.imdb.com/title/tt0086662/	TV Show	News and entertainment	0.2552
237	"YogaEarth"	"YogaEarth"	117364656960	www.yogaearth.com	Health & Wellness Website	Fitness and wellness	-0.5299
238	"Resumo das Novelas"	"Resumo das Novelas"	419479041400522	http://resumo-das-novelas.com	TV Show	News and entertainment	-0.9620
239	"Hubert Burda Media"	"Hubert Burda Media"	86094194212	www.hubert-burda-media.de	Broadcasting & Media Production Company	Business and industry	-0.5625
240	"UE Sant Andreu"	""	-	-	Sports Team	Sports and outdoors	-0.9518
241	"Star Academy 7"	"Star Academy 7"	310508812620	-	TV Show	News and entertainment	-0.9722
242	"B98.5FM"	"B98.5FM"	173032486045302	http://www.b985.com	Arts & Entertainment	News and entertainment	-0.0473
243	"Bat Masterson (TV series)"	""	-	-	TV Show	News and entertainment	0.3448
