id	interest_name	facebook_page	facebook_id	url	category	topic	political_bias
12299	"Confessions Intimes"	"Confessions Intimes"	168572469216	http://www.nt1.tv/confessions-intimes-nt1/	TV Show	News and entertainment	-1.2083
12300	"Jennifer Falls"	"Jennifer Falls"	616456485086661	http://www.tvland.com/shows/jennifer-falls	TV Show	News and entertainment	-0.3441
12301	"Monster (manga)"	""	-	-	TV Show	News and entertainment	-0.8459
12302	"ReadWrite"	"ReadWrite"	65491870325	http://readwrite.com	Website	Business and industry	-0.6647
12303	"TV3 Latvia"	""	-	-	TV Network	News and entertainment	-1.4444
12304	"The Steve Harvey Show"	"The Steve Harvey Show"	148402608519153	http://www.yidio.com/show/the-steve-harvey-show	TV Show	News and entertainment	-1.1663
12305	"MediaPost"	"MediaPost"	15571863213	http://www.mediapost.com	Publisher	News and entertainment	-0.9040
12306	"Black Enterprise"	"Black Enterprise"	16037737277	http://blackenterprise.com	Media/News Company	News and entertainment	-1.6378
12307	"I men\u00f9 di Benedetta"	"I men\u00f9 di Benedetta"	160195254066751	http://www.la7.it/imenudibenedetta/	TV Show	News and entertainment	-0.3721
12308	"The San Bernardino Sun"	""	-	-	Newspaper	News and entertainment	-0.4861
12309	"KPBS (TV)"	""	-	-	-	News and entertainment	-0.9584
12310	"Tourism Ireland"	""	-	-	-	Business and industry	0.4594
12311	"Spartanburg Herald-Journal"	"Spartanburg Herald-Journal"	92223114505	http://www.goupstate.com	Newspaper	Travel, places and events	0.7804
12312	"Glamourpage"	"Glamourpage"	486177838062775	http://www.glamourpage.com	News & Media Website	News and entertainment	0.1108
12313	"GTspirit.com"	"GTspirit.com"	10344285142	http://www.gtspirit.com	News & Media Website	News and entertainment	-0.1885
12314	"Duck Dynasty"	"Duck Dynasty"	234338373388239	http://www.duckdynasty.de	TV Show	News and entertainment	1.1328
12315	"CNBC Asia"	"CNBC Asia"	390768787632417	-	TV Network	News and entertainment	-0.2892
12316	"MFM Radio"	"MFM Radio"	142715412435042	http://www.mfmradio.fr	Radio Station	Sports and outdoors	-1.1519
12317	"Country Music Channel"	""	-	-	TV Network	News and entertainment	0.8151
12318	"\"USMA\" = La Mia Vit\u00e0"	"\"USMA\" = La Mia Vit\u00e0"	201823109897483	USM-ALGER.COM	Sports Team	Education	-0.4118
12319	"Kahiin to Hoga"	"Kahiin To Hoga"	363872160424261	-	TV Show	News and entertainment	-0.9524
12320	"Love Marriage Ya Arranged Marriage"	"Love Marriage Ya Arranged Marriage"	289690974380832	-	TV Show	News and entertainment	-0.8519
12321	"WOOW"	""	-	-	Radio Station	News and entertainment	0.1113
12322	"idealista.com"	"idealista.com"	33088872415	www.idealista.com	Website	Business and industry	-0.9732
12323	"Whitefield, Bangalore"	""	-	-	Arts & Entertainment	Travel, places and events	-0.3571
12324	"Berliner Morgenpost"	"Berliner Morgenpost"	46239931235	http://www.morgenpost.de	Newspaper	News and entertainment	-0.5041
12325	"Colorado Buffaloes football"	"Colorado Buffaloes Football"	115688781791057	http://www.cubuffs.com/index.aspx?path=football	Sports Team	Sports and outdoors	0.0807
12326	"Pregnancy Corner"	"Pregnancy Corner"	339534484703	http://www.pregnancycorner.com	Health & Wellness Website	Fitness and wellness	-0.3350
12327	"Kraft Foods - Recipes and Tips"	"Kraft Foods - Recipes and Tips"	56805881344	http://www.kraftrecipes.com	Publisher	People	0.2687
12328	"Prima televize"	""	-	-	TV Network	News and entertainment	-0.7238
12329	"TechOrange"	""	-	-	Computers & Internet Website	Technology	-1.0000
12330	"Myttoos Tattoos & Piercings"	"Myttoos Tattoos & Piercings"	23271607904	http://myttoos.com/worldwide-tattoo-conventions-events?m2	News & Media Website	News and entertainment	-0.3844
12331	"Ghosthunters"	""	-	-	TV Show	News and entertainment	0.2116
12332	"Hum TV"	""	-	-	TV Network	News and entertainment	-0.9282
12333	"Love & Hip Hop: Atlanta"	""	-	-	TV Show	News and entertainment	-1.6084
12334	"Preachers' Daughters"	"Preachers' Daughters"	493212350715466	http://www.mylifetime.com/shows/preachers-daughters	TV Show	News and entertainment	-0.7123
12335	"Seattle Mariners"	"Seattle Mariners"	33054718978	http://www.mariners.com	Sports Team	Sports and outdoors	-0.0948
12336	"SVT Sport"	"SVT Sport"	255954806052	http://svt.se/sport	Broadcasting & Media Production Company	News and entertainment	-0.6761
12337	"Complexity Gaming"	"Complexity Gaming"	177559870928	www.compLexityGaming.com	Sports Team	Sports and outdoors	-0.5103
12338	"Parti\u010dka"	"Parti\u010dka"	196979153651895	http://prima.iprima.cz/porady/particka	TV Show	News and entertainment	-0.6697
12339	"Oha Diyorum."	""	-	-	Entertainment Website	-	-0.9173
12340	"AS Vita Club"	"As Vita Club"	296806280443047	-	Sports Team	Sports and outdoors	-1.1060
12341	"South Beach Tow"	"South Beach Tow"	203260003053280	http://www.trutv.com/shows/south-beach-tow/index.html	TV Show	News and entertainment	-0.4953
12342	"Washington Week"	"Washington Week"	141374511082	http://www.pbs.org/weta/washingtonweek/	TV Show	News and entertainment	-1.3359
12343	"Sepakbola.com"	"Sepakbola.com"	108691701200	http://www.SepakBola.com	Recreation & Sports Website	News and entertainment	-0.7647
12344	"\u0417\u0430 \u0416\u0435\u043d\u0430\u0442\u0430"	"\u0417\u0430 \u0416\u0435\u043d\u0430\u0442\u0430"	111189055613446	http://www.zajenata.bg	News & Media Website	News and entertainment	-0.6078
12345	"DMC.TV"	""	-	-	TV Channel	News and entertainment	-0.8286
12346	"Quatro Rodas"	""	-	-	Magazine	News and entertainment	-0.4869
12347	"Green Car Reports"	"Green Car Reports"	143669659002741	www.greencarreports.com	Media/News Company	News and entertainment	-0.1820
12348	"The Daily Telegraph"	"The Daily Telegraph"	250738824978872	http://www.grupnolla.com	Newspaper	News and entertainment	-0.2633
12349	"Val\u00f3 Vil\u00e1g"	"Val\u00f3 Vil\u00e1g"	118915651493556	http://www.valovilag.hu	TV Show	News and entertainment	-0.7625
12350	"Tiny and Toya"	"Tiny and toya"	280851775281336	keneishahenryfamous.com	TV Show	News and entertainment	-1.6869
12351	"The San Francisco Examiner"	""	-	-	Newspaper	News and entertainment	-1.1300
12352	"Tattoo Savage Magazine"	"Tattoo Savage Magazine"	104004176242	http://www.tattoosavage.com/	Magazine	News and entertainment	-0.2597
12353	"\u00dajpest FC"	"\u00dajpest FC"	363251680457084	http://google.hu	Sports Team	Sports and outdoors	-0.6190
12354	"Classic Trucks Magazine"	"Classic Trucks Magazine"	114258049070	www.classictrucks.com	Magazine	News and entertainment	0.5808
12355	"New Jersey Devils"	"New Jersey Devils"	78722009582	newjerseydevils.com	Sports Team	Sports and outdoors	-0.0814
12356	"Cymax Stores"	""	-	-	Website	Business and industry	-0.1483
12357	"NUVO (magazine)"	""	-	-	Publisher	News and entertainment	-0.7647
12358	"Starnieuws Suriname"	"Starnieuws Suriname"	147016422001996	http://www.starnieuws.com/	Media/News Company	News and entertainment	-1.0851
12359	"White Magazine"	"White Magazine"	105647525594	https://whitemag.com	Media/News Company	News and entertainment	-0.1299
12360	"ARCHITECT magazine"	"ARCHITECT magazine"	144119016272	http://www.architectmagazine.com	Magazine	News and entertainment	-0.6912
12361	"BibleStudyTools.com"	"BibleStudyTools.com"	96338023929	http://www.biblestudytools.com	Website	Business and industry	0.7042
12362	"Antenne Steiermark"	"Antenne Steiermark"	91457006778	http://www.antenne.at/steiermark	Broadcasting & Media Production Company	News and entertainment	-0.3333
12363	"Racer (magazine)"	""	-	-	Media/News Company	News and entertainment	0.6245
12364	"Root Sports"	"Root Sports"	1433201413647151	-	TV Network	News and entertainment	0.3850
12365	"Estilo DF"	"Estilo DF"	201120426600700	http://www.estilodf.tv/	Media/News Company	News and entertainment	-0.7555
12366	"Tri-State Christian Television"	""	-	-	TV Channel	News and entertainment	0.2422
12367	"V INVASION EXTRATERRESTRE"	"V INVASION EXTRATERRESTRE"	57711431468	-	TV Show	News and entertainment	-1.0000
12368	"Palestrinos Palmeirenses Alviverdes"	"Palestrinos Palmeirenses Alviverdes"	407724322605153	https://www.facebook.com/PPA.PalestrinosPalmeirensesAlviverdes	Sports Team	-	-0.6364
12369	"Weekend Today"	"Weekend Today"	1264970366957270	http://www.week-end-today.com	TV Show	News and entertainment	0.0245
12370	"FM Derana"	"FM Derana"	109005832500322	www.fmderana.lk	Radio Station	News and entertainment	-0.2211
12371	"A Place to Call Home (TV series)"	""	-	-	TV Show	News and entertainment	0.1444
12372	"Weddings\u65b0\u5a18\u7269\u8a9e"	"Weddings\u65b0\u5a18\u7269\u8a9e"	138390596873	www.weddings.tw	Media/News Company	-	-0.9559
12373	"WROR-FM"	""	-	-	Radio Station	News and entertainment	-0.2370
12374	"Overclockzone"	"Overclockzone"	206095789406507	www.overclockzone.com	Computers & Internet Website	Technology	-0.5556
12375	"PeterCapusotto.tv"	"PeterCapusotto.tv"	297898972957	www.petercapusotto.tv	TV Show	News and entertainment	-1.1397
12376	"Winnipeg Jets"	"Winnipeg Jets"	127472507333481	www.winnipegjets.com	Sports Team	Sports and outdoors	0.0323
12377	"iBelieve.com"	"iBelieve.com"	387900014611608	http://www.iBelieve.com	Website	-	0.9509
12378	"Indiana Hoosiers football"	"Indiana Hoosiers Football"	157599464297002	http://www.iuhoosiers.com/index.aspx?path=football&	Sports Team	Sports and outdoors	0.3691
12379	"Kitsap Pumas"	"Kitsap Pumas"	63471462426	http://www.kitsapsoccerclub.com	Sports Team	Sports and outdoors	-0.7125
12380	"Hit FM - M\u00fasica Non Stop"	"Hit FM - M\u00fasica Non Stop"	275861240142	http://www.hitfm.es/	Radio Station	News and entertainment	-0.8235
12381	"Przegl\u0105d Sportowy"	""	-	-	Book	News and entertainment	-0.4877
12382	"Chemistry World"	"Chemistry World"	149138610054	http://www.chemistryworld.com	Magazine	News and entertainment	-0.5541
12383	"Joe Gibbs Racing"	""	-	-	Cars	Sports and outdoors	1.0008
12384	"Perform-ers"	""	-	-	Entertainment Website	News and entertainment	-1.6250
12385	"AC Horsens"	"AC Horsens"	181794615189199	http://www.achorsens.dk	Sports Team	Sports and outdoors	-1.4286
12386	"Mundo Cristiano"	"Mundo Cristiano"	117384558288144	http://www.mundocristiano.tv	TV Show	News and entertainment	-0.3371
12387	"The Times of Israel"	"The Times of Israel"	151159641657421	www.timesofisrael.com	Newspaper	Business and industry	0.7297
12388	"Le Monde diplomatique"	"Le Monde diplomatique"	84836242477	www.lmd.no	Newspaper	Business and industry	-1.4430
12389	"Villanova Wildcats men's basketball"	""	-	-	Sports Team	Sports and outdoors	-0.3092
12390	"The Real Housewives of New York City"	"The Real Housewives of New York City"	179793435422265	www.bravotv.com/the-real-housewives-of-new-york-city	TV Show	News and entertainment	-0.0056
12391	"MTV Canada"	"MTV Canada"	13782890491	http://www.mtv.ca	Entertainment Website	News and entertainment	-0.8103
12392	"Tiburones de La Guaira"	"Tiburones de La Guaira"	428265787353269	http://tiburones.net	Sports Team	Sports and outdoors	-0.6350
12393	"Space Precinct"	"Space Precinct"	98288630360	-	TV Show	News and entertainment	-0.5000
12394	"Divya Bhaskar"	""	-	-	Graphic Designer	News and entertainment	-0.8026
12395	"Chicago Bears"	"Chicago Bears"	115897014451	http://www.ChicagoBears.com	Sports Team	Sports and outdoors	-0.0115
12396	"Stack Exchange"	"Stack Exchange"	197707510271223	http://www.stackexchange.com	Website	Business and industry	-0.6378
12397	"Pinoy Rap Radio"	"Pinoy Rap Radio"	437018853025060	http://pinoyrapradio.com	Radio Station	News and entertainment	-0.1041
12398	"THR GEGAR"	"THR GEGAR"	120869224603127	http://gegar.fm	Radio Station	Travel, places and events	-0.7895
12399	"Discount Coupons"	"Discount Coupons"	111458768892673	http://www.coupons.co.th	Computers & Internet Website	Technology	-0.0833
12400	"La C\u00e1scara & LaCascara.TV"	"La C\u00e1scara & LaCascara.TV"	66948095086	http://www.lacascara.tv	TV Show	-	-0.8472
12401	"NBA TV"	"NBA TV"	304301822935731	www.nba.com/nbatv	TV Network	News and entertainment	-0.9329
12402	"ChicagoNow"	"ChicagoNow"	116085385863	http://www.chicagonow.com	Website	Business and industry	-1.2390
12403	"Kingpin Skateboarding"	"Kingpin Skateboarding"	146943441986021	http://www.kingpinmag.com	News & Media Website	News and entertainment	-0.5129
12404	"Oud-Heverlee Leuven"	"Oud-Heverlee Leuven"	186947131505475	http://www.ohl.be/	Sports Team	Sports and outdoors	-1.6875
12405	"Alarm f\u00fcr Cobra 11 \u2013 Die Autobahnpolizei"	""	-	-	TV Show	News and entertainment	-0.5789
12406	"KAOS (FM)"	""	-	-	Radio Station	News and entertainment	-0.3402
12407	"Orlando Pirates"	"Orlando Pirates"	167870850286968	-	Sports Team	Sports and outdoors	-0.8500
12408	"Al D\u00eda (Dallas)"	""	-	-	Newspaper	News and entertainment	-0.7785
12409	"Wow!NEWS \u65b0\u805e\u7db2"	"Wow!NEWS \u65b0\u805e\u7db2"	135247996571848	http://www.wownews.tw	News & Media Website	News and entertainment	-1.0000
12410	"Mork & Mindy"	""	-	-	TV Show	News and entertainment	0.3247
12411	"CTV Television Network"	""	-	-	TV Network	News and entertainment	-0.0093
12412	"98ROCK Tampa Bay"	"98ROCK Tampa Bay"	72803244045	http://www.98rock.com	Radio Station	News and entertainment	0.2414
12413	"Saath Nibhaana Saathiya"	"Saath nibhaana saathiya"	851810524845838	-	TV Show	News and entertainment	-0.9340
12414	"Canal Bis"	"Canal Bis"	463703270314168	http://canalbis.globo.com/	TV Channel	News and entertainment	-0.8488
12415	"\u05de\u05d0\u05e1\u05d8\u05e8 \u05e9\u05e3"	"\u05de\u05d0\u05e1\u05d8\u05e8 \u05e9\u05e3"	149223578451348	http://www.mako.co.il/food-masterchef	TV Show	News and entertainment	-0.5769
12416	"PC Today"	""	-	-	Magazine	News and entertainment	-0.2992
12417	"Live! with Kelly and Michael"	""	-	-	TV Show	News and entertainment	0.2305
12418	"TV5Monde"	"TV5MONDE"	126814579407	www.TV5MONDE.com	TV Network	News and entertainment	-0.7541
12419	"New York Yankees"	"New York Yankees"	39523792780	http://www.yankees.com/tickets	Sports Team	Sports and outdoors	-0.2748
12420	"\u5929\u4e0b\u96dc\u8a8c"	"\u5929\u4e0b\u96dc\u8a8c"	127628276929	http://www.cw.com.tw	Magazine	News and entertainment	-0.9280
12421	"Hacker News"	""	-	-	Website	Business and industry	-0.5558
12422	"Iowa State Cyclones women's basketball"	""	-	-	Sports Team	Sports and outdoors	0.5688
12423	"Asian Correspondent"	"Asian Correspondent"	186740891821	http://asiancorrespondent.com	Website	News and entertainment	-0.7472
12424	"The Playbook (How I Met Your Mother)"	""	-	-	TV Show	News and entertainment	-0.3585
12425	"Kiskegyed"	""	-	-	Broadcasting & Media Production Company	News and entertainment	-0.1630
12426	"Queensland Reds"	"Queensland Reds"	282471695235	http://www.redsrugby.com.au	Sports Team	Business and industry	-0.0847
12427	"NBA on TNT"	"NBA on TNT"	40266450723	http://www.youtube.com/nbaontnt	TV Show	News and entertainment	-0.8775
12428	"Creek to Coast"	"Creek to Coast"	194091267323808	creektocoast.com.au	TV Show	News and entertainment	0.8571
12429	"NASCAR on Fox"	"NASCAR on FOX"	239115849477537	http://www.instagram.com/nascaronfox	TV Show	News and entertainment	0.9538
12430	"Yes We Coupon"	""	-	-	News & Media Website	Business and industry	0.1181
12431	"PC Games Hardware"	"PC Games Hardware"	116984275031917	www.pcgameshardware.de	News & Media Website	News and entertainment	-0.4087
12432	"Radio Paloma"	"Radio Paloma"	1449504891945580	http://www.radiopaloma.cl	Radio Station	News and entertainment	-0.3462
12433	"CNBC Arabiya"	""	-	-	TV Network	News and entertainment	-0.2869
12434	"ELLE Magyarorsz\u00e1g"	"ELLE Magyarorsz\u00e1g"	187996387909659	www.ellemagazin.hu	Magazine	News and entertainment	-1.0000
12435	"24 (TV series)"	""	-	-	TV Show	News and entertainment	-0.0726
12436	"Televis\u00e3o Independente"	""	-	-	TV Network	News and entertainment	-0.4242
12437	"Gateway Grizzlies"	""	-	-	Sports Team	Sports and outdoors	0.6593
12438	"Chicago Blackhawks"	"Chicago Blackhawks"	29919479257	http://www.chicagoblackhawks.com/	Sports Team	Sports and outdoors	-0.1930
12439	"VH1 Brasil"	"Vh1 Brasil"	145262062198541	-	TV Network	News and entertainment	-1.1667
12440	"NT1 (TV channel)"	""	-	-	TV Network	News and entertainment	-1.1864
12441	"Google Reader"	"Google Reader"	8325441030	http://google.com/reader	Website	Business and industry	-0.7895
12442	"Consumidor Moderno"	"Consumidor Moderno"	193858857318525	http://www.consumidormoderno.com.br	News & Media Website	News and entertainment	-0.9032
12443	"Slant Magazine"	"Slant Magazine"	77555435842	http://www.slantmagazine.com/	Website	News and entertainment	-0.8038
12444	"The Wallflower (manga)"	""	-	-	TV Show	News and entertainment	-0.5167
12445	"Vitesse"	"Vitesse"	133996489991689	http://www.vitesse.nl	Sports Team	Sports and outdoors	-0.4086
12446	"Harlem Globetrotters"	""	-	-	Sports Team	Sports and outdoors	-0.2551
12447	"NBC15 Madison"	"NBC15 Madison"	49800458186	http://www.nbc15.com	TV Channel	News and entertainment	-0.0613
12448	"ABC Action News - WFTS/TV"	""	-	-	Media/News Company	News and entertainment	0.1729
12449	"Jimmy Owens Racing Updates"	"Jimmy Owens Racing Updates"	267978132014	www.jimmyowens20.com	Sports Team	Sports and outdoors	1.4862
12450	"Pargar (BBC Persian TV)"	"Pargar (BBC Persian TV)"	162132707142822	http://www.bbc.co.uk/persian/pargar	TV Show	News and entertainment	-1.3568
12451	"Happening Now"	"Happening Now"	493550617462733	http://foxnews.com/happeningnow	TV Show	News and entertainment	0.8697
12452	"Live and Invest Overseas"	"Live and Invest Overseas"	152465968190	https://www.liveandinvestoverseas.com	Publisher	News and entertainment	0.0490
12453	"Life.hu"	"Life.hu"	170187966339475	http://www.life.hu	Entertainment Website	News and entertainment	-0.5161
12454	"FK Partizan"	""	-	-	Sports Team	Sports and outdoors	-0.4887
12455	"Crimewatch"	"CrimeWatch"	1364141446997371	-	TV Show	News and entertainment	0.6468
12456	"The News-Dispatch"	"The News-Dispatch"	430459247049135	www.thenewsdispatch.com	Newspaper	News and entertainment	0.8900
12457	"The Carrie Diaries (TV series)"	""	-	-	TV Show	News and entertainment	-0.5171
12458	"Attack of the Show"	"Attack of the Show"	48418888627	http://www.attackoftheshow.com	TV Show	News and entertainment	-0.5321
12459	"KOKE-FM"	""	-	-	Broadcasting & Media Production Company	News and entertainment	1.0295
12460	"WUWM"	""	-	-	Radio Station	News and entertainment	-1.0435
12461	"Minute to Win It"	"Minute to Win It"	272573593409	http://www.sat1.de/tv/die-perfekte-minute/	TV Show	News and entertainment	-0.1804
12462	"Quantum Leap"	"Quantum Leap"	9125933605	http://en.wikipedia.org/wiki/Quantum_Leap_(TV_series)	TV Show	News and entertainment	-0.0465
12463	"Letras Libres"	""	-	-	Magazine	Travel, places and events	-1.1797
12464	"Amore Rossonero"	"Amore Rossonero"	315836785149817	http://www.calcionotizie24.net/	Sports Team	Sports and outdoors	-0.8000
12465	"Howe & Howe Tech"	""	-	-	TV Show	News and entertainment	0.6639
12466	"104.7 The Fish"	"104.7 The Fish"	56898376862	www.thefishatlanta.com	Broadcasting & Media Production Company	News and entertainment	1.0913
12467	"VIP (magazine)"	""	-	-	Magazine	News and entertainment	0.2235
12468	"La Rioja (Spain)"	""	-	-	Government Organization	Travel, places and events	-0.5539
12469	"Poole Pirates"	"Poole Pirates"	330324800350231	-	Sports Team	Sports and outdoors	0.6226
12470	"KJRH-TV"	""	-	-	TV Channel	News and entertainment	0.0917
12471	"Deadly Women"	"Deadly Women"	229868878120	http://investigation.discovery.com/tv/deadly-women/	TV Show	News and entertainment	-0.3913
12472	"Nepal national cricket team"	"Nepal National Cricket Team"	308498972587670	-	Sports Team	Sports and outdoors	-1.0298
12473	"Turkey national under-20 football team"	""	-	-	Sports Team	Sports and outdoors	-0.9291
12474	"1320Video.com"	"1320Video.com"	75402982111	http://www.1320video.com	News & Media Website	News and entertainment	0.2676
12475	"WBRZ-TV"	""	-	-	TV Channel	News and entertainment	0.4850
12476	"Yallakora.com"	"Yallakora.com"	126773330671427	http://www.yallakora.com/	News & Media Website	News and entertainment	-0.8302
12477	"Outside (magazine)"	""	-	-	Magazine	News and entertainment	-0.0645
12478	"WTVS"	"WTVS"	501939219890065	-	TV Network	News and entertainment	-0.6489
12479	"brand eins"	"brand eins"	117277244016	http://www.brandeins.de	Magazine	News and entertainment	-1.4384
12480	"Fresno State Bulldogs"	"Fresno State Bulldogs"	139868739452861	-	Sports Team	Sports and outdoors	0.0467
12481	"BastardiDentro"	"BastardiDentro"	30766999050	www.bastardidentro.it	Entertainment Website	-	-0.7634
12482	"BuzzFeed UK"	"BuzzFeed UK"	574931839201643	http://buzzfeed.com	Media/News Company	News and entertainment	-0.4632
12483	"WZTV"	""	-	-	TV Channel	News and entertainment	0.6429
12484	"El mat\u00ed i la mare que el va parir"	"El mat\u00ed i la mare que el va parir"	87888306888	http://radioflaixbac.cat/el-mati	Radio Station	News and entertainment	-0.9796
12485	"Reggina Calcio"	"Reggina Calcio"	154871661202851	www.regginacalcio.it	Sports Team	Sports and outdoors	-0.8632
12486	"Derry Journal"	"Derry Journal"	104291312965731	http://www.derryjournal.com	Media/News Company	News and entertainment	-0.2514
12487	"Mad (TV series)"	""	-	-	TV Show	News and entertainment	-0.6636
12488	"Philadelphia Daily News"	"Philadelphia Daily News"	98847028182	http://www.philly.com	Newspaper	News and entertainment	-0.7692
12489	"University of Southern California"	"University of Southern California"	134972803193847	http://www.usc.edu	School	Education	-0.5086
12490	"Acadie\u2013Bathurst Titan"	""	-	-	Sports Team	Sports and outdoors	0.3000
12491	"Woking F.C."	""	-	-	Sports Team	Sports and outdoors	-0.7619
12492	"Kitchen Nightmares"	"Kitchen Nightmares"	263055712158	http://www.channel4.com/programmes/ramsays-kitchen-nightmares	TV Show	News and entertainment	-0.2887
12493	"minutouno.com"	"minutouno.com"	119184611114	http://www.minutouno.com	Media/News Company	News and entertainment	-0.7844
12494	"Tribun Dergi"	"Tribun Dergi"	118325551540898	http://www.tribundergi.com	Media/News Company	News and entertainment	-1.0571
12495	"Cameroonvoice"	"Cameroonvoice"	150942708264034	www.cameroonvoice.com	Media/News Company	News and entertainment	-1.5957
12496	"Farm and Dairy"	"Farm and Dairy"	51679830792	http://www.farmanddairy.com	Newspaper	News and entertainment	1.2051
12497	"Sanlih E-Television"	""	-	-	TV Network	News and entertainment	-0.8135
12498	"The Event"	""	-	-	TV Show	News and entertainment	0.2150
12499	"Yeovil Town F.C."	""	-	-	Sports Team	Sports and outdoors	-0.4213
12500	"Pro Wrestling Illustrated"	""	-	-	Magazine	News and entertainment	-0.0266
12501	"White Collar"	"White Collar"	91116022514	http://whitecollar.usanetwork.com	TV Show	News and entertainment	-0.1935
12502	"Spooks"	""	-	-	TV Show	News and entertainment	-0.5405
12503	"Agra"	""	-	-	Arts & Entertainment	Travel, places and events	-0.4216
12504	"ZoomOn Paris"	"ZoomOn Paris"	145745718827574	http://www.zoomon.fr	News & Media Website	News and entertainment	-1.1818
12505	"PINCHme"	"PINCHme"	446379602066753	http://www.pinchme.com	News & Media Website	Business and industry	-0.0425
12506	"eduK"	"eduK"	497952106903226	www.eduK.com.br	Entertainment Website	Education	-0.5586
12507	"Revista AnaMaria"	"Revista AnaMaria"	233333650017022	http://anamaria.uol.com.br/	Magazine	News and entertainment	-0.5596
12508	"16bars.de"	"16BARS.DE"	230767747751	16BARS.DE	News & Media Website	News and entertainment	-1.1897
12509	"Time Out Paris"	"Time Out Paris"	167113240025188	http://www.timeout.fr/paris,	Media/News Company	News and entertainment	-1.1222
12510	"Wrexham F.C."	""	-	-	Sports Team	Sports and outdoors	1.0093
12511	"Walt Disney anthology television series"	""	-	-	TV Show	News and entertainment	0.0605
12512	"GameSpy"	""	-	-	Website	Business and industry	-0.1990
12513	"Imperio Hip-Hop Chile"	"Imperio Hip-Hop Chile"	112858338741034	https://www.imperioh2.cl	News & Media Website	News and entertainment	-1.1944
12514	"Saudi Gazette"	""	-	-	Newspaper	News and entertainment	-0.7796
12515	"Arena (TV network)"	""	-	-	TV Channel	News and entertainment	-0.0482
12516	"MidWeek"	""	-	-	Book	News and entertainment	-0.0780
12517	"The Leftovers (TV series)"	""	-	-	TV Show	News and entertainment	-0.8332
12518	"R\u00edo Negro (newspaper)"	""	-	-	Newspaper	News and entertainment	-0.8207
12519	"Drifter.lt"	"Drifter.lt"	74330952770	www.drifter.lt	Sports Team	Sports and outdoors	-0.0476
12520	"KUPD"	""	-	-	Media	News and entertainment	0.1890
12521	"Diario Sur"	"Diario SUR"	52107727250	www.sur.es	Newspaper	News and entertainment	-0.8300
12522	"Tribune de Gen\u00e8ve"	"Tribune de Gen\u00e8ve"	105188432853984	www.tdg.ch	Newspaper	News and entertainment	-0.9718
12523	"International Surfing Association"	"International Surfing Association"	93215829929	www.isasurf.org	Publisher	Business and industry	-0.0340
12524	"Portland Timbers (2001\u201310)"	""	-	-	Sports Team	Sports and outdoors	-1.0324
12525	"Hans Lindberg"	"Hans Lindberg"	48938611796	http://www.hanslindberg.de/	Sports Team	People	-0.0656
12526	"WWF Championship Wrestling"	""	-	-	TV Show	News and entertainment	0.0655
12527	"Radio Kiss Kiss Napoli"	"Radio Kiss Kiss Napoli"	174065277918	http://www.kisskissnapoli.it	Broadcasting & Media Production Company	News and entertainment	-0.4762
12528	"Hairdressers Journal"	"Hairdressers Journal"	75624825920	http://www.hji.co.uk	Magazine	News and entertainment	-0.0872
12529	"Disney's Adventures of the Gummi Bears"	"Disney's Adventures of the Gummi Bears"	138812526226017	-	TV Show	News and entertainment	-0.3448
12530	"Netas Divinas"	"Netas Divinas"	253110251655	http://unicable.tv/producciones/netas-divinas	TV Show	News and entertainment	-0.7468
12531	"S\u00e1bado Gigante"	"S\u00e1bado Gigante"	934898226530109	-	TV Show	News and entertainment	-0.9062
12532	"Oslobo\u0111enje"	""	-	-	Newspaper	News and entertainment	-0.7521
12533	"The Victoria Advocate"	"The Victoria Advocate"	136339620133	http://www.victoriaadvocate.com/	News & Media Website	News and entertainment	0.8679
12534	"Roadrunner Records"	"Roadrunner Records"	8426770852	www.roadrunnerrecords.com	Record Label	News and entertainment	-0.0387
12535	"Idaho Statesman"	"Idaho Statesman"	43887022493	http://www.idahostatesman.com	Newspaper	News and entertainment	0.5298
12536	"Mark Sheppard"	""	-	-	Arts & Entertainment	People	-0.2506
12537	"Vea"	"Vea"	138068419605038	http://www.supermercadosvea.com.ar	Magazine	News and entertainment	-0.4516
12538	"Wohnklamotte"	"Wohnklamotte"	312084836970	https://www.wohnklamotte.de	Entertainment Website	News and entertainment	-0.4231
12539	"ITV (TV channel)"	""	-	-	TV Network	News and entertainment	-0.3333
12540	"Talksport"	""	-	-	Radio Station	News and entertainment	-0.8309
12541	"Investigaci\u00f3n Discovery"	"Investigaci\u00f3n Discovery"	127556070608496	http://www.latam.discovery.com/id/	TV Channel	News and entertainment	-0.6038
12542	"KUR'AN'I KER\u0130M"	"KUR'AN'I KER\u0130M"	214832888544985	www.facebook.com/KURANI.KERIM.SAYFA	News & Media Website	News and entertainment	-0.9074
12543	"Health Me Up"	"Health Me Up"	326228198084	http://indiatimes.com/health	Health & Wellness Website	Fitness and wellness	-0.3533
12544	"Backwoods Home Magazine"	""	-	-	Magazine	News and entertainment	0.8279
12545	"Animal Rescue"	""	-	-	TV Show	News and entertainment	-0.1617
12546	"Hook, Line and Sinker - Australian fishing show"	"Hook, Line and Sinker - Australian fishing show"	12044219938	http://www.hooklinesinker.tv	TV Show	News and entertainment	0.7742
12547	"Merlin (TV series)"	""	-	-	TV Show	News and entertainment	-0.9918
